<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
MSB,20220419,18.3847,18.4616,17.6923,17.6923,2067700
MSB,20220420,17.6154,18.0769,17.4615,17.6923,3056600
MSB,20220421,17.3077,17.8461,17.0769,17.6923,1909800
MSB,20220422,17.6923,18.0385,17.3846,17.7692,2556600
MSB,20220425,18.0000,18.0000,16.6923,16.9231,3027500
MSB,20220426,16.7693,17.2693,16.3462,17.2308,1728500
MSB,20220427,17.2308,17.6539,17.0385,17.5385,896700
MSB,20220428,17.6923,17.6923,17.2692,17.2692,1060700
MSB,20220429,17.3077,17.6154,17.1923,17.6154,2568300
MSB,20220504,17.6154,17.6154,17.2692,17.5385,903500
MSB,20220505,17.6923,17.6923,17.2308,17.5385,1034800
MSB,20220506,17.2693,17.4231,17.0385,17.2308,1171900
MSB,20220509,16.4616,17.1923,16.0385,16.0385,2456900
MSB,20220510,15.5385,16.1539,15.2693,16.1154,1981700
MSB,20220511,16.1539,16.2308,15.8846,16.1538,976600
MSB,20220512,16.0384,16.0769,15.0384,15.0385,1479900
MSB,20220513,14.6539,15.0000,14.0000,14.0000,2657500
MSB,20220516,13.8462,14.6154,13.8462,14.0385,1624900
MSB,20220517,13.8462,15.0000,13.6923,14.9615,1849600
MSB,20220518,14.9615,15.3846,14.7692,15.0769,2024900
MSB,20220519,14.6923,15.1538,14.6154,15.0769,1002600
MSB,20220520,15.0769,15.2307,14.9231,14.9231,1030200
MSB,20220523,14.9231,15.1539,14.4231,14.6154,766400
MSB,20220524,14.6923,14.6923,14.1154,14.6154,1109600
MSB,20220525,14.6923,15.2308,14.6539,15.2308,1935500
MSB,20220526,15.2693,15.3846,15.1539,15.1923,1179700
MSB,20220527,15.2692,15.8462,15.1154,15.8462,2873600
MSB,20220530,16.0000,16.0000,15.6154,15.9231,1365700
MSB,20220531,15.8077,15.8077,15.5000,15.7692,1687600
MSB,20220601,15.6923,15.8077,15.4615,15.6923,1224200
MSB,20220602,15.6154,15.7692,15.0769,15.1538,1712700
MSB,20220603,15.1538,15.2307,14.8461,15.0769,1085000
MSB,20220606,15.2692,15.3077,15.0769,15.2308,1049500
MSB,20220607,15.0770,15.2308,14.6923,15.0000,624800
MSB,20220608,15.0385,15.5000,15.0000,15.5000,1078900
MSB,20220609,15.6154,15.6154,15.3462,15.4231,390300
MSB,20220610,15.2693,15.5000,15.1154,15.1154,1152100
MSB,20220613,14.4616,14.8462,14.0769,14.0769,2323300
MSB,20220614,14.0769,14.3077,13.4615,13.8077,1421500
MSB,20220615,13.8462,13.9231,12.9231,13.3846,1302700
MSB,20220616,13.4615,13.8461,13.1923,13.2692,803600
MSB,20220617,13.0000,13.0000,12.3461,12.3462,1760500
MSB,20220620,12.3847,12.5385,11.5000,11.5385,1928500
MSB,20220621,11.2308,11.6154,10.7308,11.5385,2164300
MSB,20220622,11.8077,12.3462,11.5385,12.3462,1364000
MSB,20220623,12.3847,12.6924,12.0385,12.6923,742200
MSB,20220624,12.6923,12.8077,12.5769,12.7308,1386900
MSB,20220627,12.6923,12.9616,12.5770,12.9615,1328500
MSB,20220628,12.9615,13.3846,12.5384,13.2308,1666100
MSB,20220629,13.0770,13.3462,13.0000,13.2692,729900
MSB,20220630,13.2307,13.2307,13.0000,13.0769,1735400
MSB,20220701,12.9231,13.0769,12.6154,13.0769,1153800
MSB,20220704,13.1154,13.2307,13.0384,13.1538,572200
MSB,20220705,13.2307,13.4615,13.1538,13.3077,1664900
MSB,20220706,13.1539,13.1923,12.8077,13.0769,1127400
MSB,20220707,12.9231,13.0769,12.5769,12.9231,1103600
MSB,20220708,13.0769,13.1154,12.7308,12.9231,858600
MSB,20220711,12.7693,12.8462,12.5385,12.6923,784700
MSB,20220712,12.6923,12.9231,12.5769,12.8462,805100
MSB,20220713,12.7308,13.2693,12.7308,13.2308,2002800
MSB,20220714,13.1539,13.3077,13.1154,13.2692,1490400
MSB,20220715,13.2692,13.4615,13.2308,13.4615,2250100
